answerid;gender;age;country;region
926;m;<18;DE;BW
926;m;18-23;DE;HE
926;m;18-23;DE;NI
926;m;18-23;DE;HE
926;m;24-29;DE;NW
926;m;18-23;DE;NI
926;m;18-23;DE;BY
926;m;18-23;DE;NW
994;m;18-23;DE;NW
927;m;24-29;DE;NW
926;m;24-29;DE;BB
926;m;18-23;DE;BW
926;m;18-23;DE;SH
926;m;24-29;DE;SH
927;m;24-29;DE;NW
994;m;24-29;DE;NW
994;m;24-29;DE;NI
926;w;18-23;DE;BE
926;m;18-23;DE;HB
926;m;18-23;DE;NW
926;m;24-29;DE;BW
926;m;18-23;DE;HE
926;m;24-29;DE;NW
994;m;18-23;DE;BW
994;m;18-23;DE;SH
994;m;18-23;DE;NW
926;m;18-23;DE;BB
926;m;18-23;DE;NW
926;m;18-23;DE;SL
926;m;18-23;DE;BW
926;m;18-23;DE;NI
926;m;18-23;DE;RP
994;m;18-23;DE;ST
994;m;18-23;DE;BW
926;m;18-23;DE;NI
926;m;18-23;DE;BE
926;m;18-23;DE;SH
926;m;18-23;DE;SH
994;m;18-23;DE;RP
994;m;18-23;DE;NW
926;m;24-29;DE;SH
994;m;18-23;DE;BW
926;m;18-23;DE;SH
926;m;18-23;DE;NI
994;w;18-23;DE;ST
926;m;18-23;DE;BE
994;w;24-29;DE;NW
926;m;18-23;other;other
926;m;18-23;DE;BB
926;m;24-29;DE;BW
926;m;30-38;DE;MV
926;m;18-23;DE;SN
926;m;24-29;DE;NW
926;m;18-23;DE;NI
926;m;18-23;DE;HE
994;m;18-23;DE;NW
926;m;24-29;DE;NW
926;m;24-29;DE;HE
926;m;18-23;DE;NI
926;m;30-38;DE;NW
994;m;18-23;DE;BY
926;m;18-23;DE;NI
926;m;18-23;DE;BW
926;m;24-29;DE;HE
926;m;18-23;DE;NW
927;m;24-29;DE;BW
926;m;30-38;DE;BW
926;m;24-29;DE;SN
926;m;24-29;DE;NI
926;m;18-23;DE;NW
927;m;18-23;DE;BE
926;m;18-23;DE;HH
926;m;18-23;DE;NI
994;m;18-23;DE;RP
926;m;18-23;DE;BY
926;m;18-23;DE;BW
926;m;18-23;DE;NW
927;m;24-29;DE;SL
926;m;24-29;DE;SN
994;m;24-29;AT;OÖ
927;m;18-23;DE;NW
926;m;18-23;DE;SN
994;m;<18;DE;NW
926;m;18-23;AT;SBG
926;m;18-23;DE;NW
926;m;18-23;DE;BW
926;m;18-23;DE;NI
926;m;30-38;DE;SN
926;m;18-23;AT;SBG
